0,0,0,1,0
0.02,0,0,1,0
0.04,-3.4726e-06,-1.1976e-06,0.99999,-2.2478e-05
0.06,-6.5223e-05,-2.2494e-05,0.99988,-0.0004081
0.08,-0.00035994,-0.00012414,0.9995,-0.0021226
0.1,-0.0012278,-0.00042344,0.99863,-0.0065498
0.12,-0.0032006,-0.0011039,0.99714,-0.015231
0.14,-0.0069382,-0.0023933,0.99511,-0.028768
0.16,-0.013043,-0.0045,0.99298,-0.045981
0.18,-0.021938,-0.007572,0.99137,-0.064336
0.2,-0.033786,-0.011684,0.99098,-0.080469
0.22,-0.048628,-0.016898,0.99233,-0.092804
0.24,-0.066448,-0.023279,0.99584,-0.10079
0.26,-0.08721,-0.030897,1.0018,-0.10446
0.28,-0.11089,-0.039821,1.0104,-0.10421
0.3,-0.13751,-0.050126,1.0216,-0.10068
0.32,-0.16707,-0.06189,1.0356,-0.094561
0.34,-0.19965,-0.075196,1.0522,-0.086559
0.36,-0.2353,-0.09012,1.0714,-0.077377
0.38,-0.27408,-0.10673,1.0931,-0.067564
0.4,-0.31608,-0.12506,1.117,-0.05757
0.42,-0.36141,-0.14516,1.143,-0.047757
0.44,-0.41014,-0.16703,1.1708,-0.038413
0.46,-0.46237,-0.19066,1.2002,-0.029762
0.48,-0.51817,-0.216,1.2309,-0.021948
0.5,-0.57763,-0.243,1.2627,-0.015054
0.52,-0.64079,-0.27155,1.2952,-0.0091121
0.54,-0.70771,-0.30152,1.3283,-0.0041166
0.56,-0.77842,-0.33278,1.3615,-3.3892e-05
0.58,-0.85292,-0.36515,1.3947,0.003404
0.6,-0.93107,-0.39842,1.4276,0.0071091
0.62,-1.0127,-0.43239,1.46,0.010629
0.64,-1.0975,-0.46684,1.4915,0.013427
0.66,-1.1853,-0.50158,1.5217,0.015232
0.68,-1.2757,-0.53639,1.5504,0.015892
0.7,-1.3682,-0.57108,1.5771,0.015357
0.72,-1.4625,-0.60543,1.6017,0.01363
0.74,-1.5582,-0.63924,1.6238,0.010773
0.76,-1.6546,-0.6723,1.6433,0.0069037
0.78,-1.7514,-0.70442,1.6601,0.0021125
0.8,-1.8481,-0.73543,1.6741,-0.0035434
0.82,-1.9442,-0.76516,1.6852,-0.010027
0.84,-2.0392,-0.79345,1.6936,-0.017157
0.86,-2.1328,-0.82015,1.6993,-0.02465
0.88,-2.2244,-0.84516,1.7025,-0.032428
0.9,-2.3139,-0.86836,1.7034,-0.040487
0.92,-2.4007,-0.88966,1.7021,-0.048835
0.94,-2.4847,-0.90899,1.6988,-0.057176
0.96,-2.5656,-0.92629,1.6939,-0.065061
0.98,-2.6431,-0.94152,1.6875,-0.07247
1,-2.7171,-0.95463,1.68,-0.079489
1.02,-2.7875,-0.96562,1.6716,-0.086203
1.04,-2.854,-0.97445,1.6624,-0.092266
1.06,-2.9167,-0.98113,1.6528,-0.097171
1.08,-2.9754,-0.98566,1.6431,-0.10101
1.1,-3.03,-0.98803,1.6332,-0.10399
1.12,-3.0806,-0.98825,1.6236,-0.10627
1.14,-3.1272,-0.98633,1.6142,-0.10759
1.16,-3.1696,-0.98228,1.6053,-0.10752
1.18,-3.2079,-0.97613,1.5969,-0.10614
1.2,-3.2421,-0.96791,1.5893,-0.10372
1.22,-3.2722,-0.95765,1.5823,-0.10086
1.24,-3.2983,-0.94536,1.5761,-0.097379
1.26,-3.3202,-0.9311,1.5708,-0.092831
1.28,-3.338,-0.9149,1.5663,-0.087445
1.3,-3.3518,-0.8968,1.5626,-0.081515
1.32,-3.3615,-0.87687,1.5598,-0.075276
1.34,-3.3671,-0.85515,1.5577,-0.068695
1.36,-3.3686,-0.83171,1.5565,-0.061682
1.38,-3.3662,-0.80662,1.5559,-0.054456
1.4,-3.3597,-0.77996,1.556,-0.047238
1.42,-3.3492,-0.75181,1.5567,-0.0402
1.44,-3.3348,-0.72224,1.5578,-0.033363
1.46,-3.3165,-0.69136,1.5593,-0.026722
1.48,-3.2944,-0.65927,1.561,-0.020408
1.5,-3.2686,-0.62605,1.5628,-0.01454
1.52,-3.2391,-0.59182,1.5646,-0.0091952
1.54,-3.2061,-0.55669,1.5663,-0.0043905
1.56,-3.1698,-0.52078,1.5676,-0.00012448
1.58,-3.1301,-0.4842,1.5685,0.003574
1.6,-3.0874,-0.44707,1.5688,0.0066896
1.62,-3.0417,-0.40951,1.5685,0.0092242
1.64,-2.9932,-0.37164,1.5674,0.011192
1.66,-2.9422,-0.33358,1.5653,0.012619
1.68,-2.8887,-0.29546,1.5623,0.013534
1.7,-2.833,-0.25738,1.5582,0.013973
1.72,-2.7752,-0.21945,1.553,0.013969
1.74,-2.7157,-0.18178,1.5466,0.013559
1.76,-2.6544,-0.14448,1.539,0.012791
1.78,-2.5918,-0.10763,1.5302,0.011708
1.8,-2.5279,-0.071322,1.5202,0.010348
1.82,-2.4629,-0.03564,1.5089,0.0087392
1.84,-2.397,-0.000657,1.4965,0.0069321
1.86,-2.3304,0.033562,1.4829,0.0049924
1.88,-2.2632,0.066957,1.4683,0.0029514
1.9,-2.1956,0.09948,1.4526,0.00082473
1.92,-2.1277,0.13109,1.4359,-0.0013801
1.94,-2.0597,0.16174,1.4184,-0.0036085
1.96,-1.9917,0.1914,1.4,-0.0057789
1.98,-1.9238,0.22006,1.381,-0.007882
2,-1.8561,0.24769,1.3613,-0.0099298
2.02,-1.7887,0.27428,1.3411,-0.01194
2.04,-1.7216,0.29983,1.3204,-0.013858
2.06,-1.6549,0.32432,1.2995,-0.015741
2.08,-1.5888,0.34777,1.2782,-0.017681
2.1,-1.5232,0.37016,1.2569,-0.019449
2.12,-1.4583,0.39152,1.2355,-0.021048
2.14,-1.394,0.41184,1.2141,-0.022454
2.16,-1.3304,0.43114,1.1928,-0.023422
2.18,-1.2675,0.44944,1.1717,-0.023854
2.2,-1.2053,0.46675,1.151,-0.024127
2.22,-1.1439,0.48309,1.1305,-0.024335
2.24,-1.0833,0.49848,1.1105,-0.024445
2.26,-1.0233,0.51293,1.091,-0.024379
2.28,-0.96417,0.52647,1.0721,-0.02417
2.3,-0.90575,0.53911,1.0537,-0.023868
2.32,-0.84807,0.55086,1.036,-0.023521
2.34,-0.79114,0.56176,1.019,-0.023567
2.36,-0.73494,0.5718,1.0027,-0.023528
2.38,-0.67949,0.581,0.9872,-0.023303
2.4,-0.62476,0.58939,0.97252,-0.02293
2.42,-0.57076,0.59698,0.95867,-0.022028
2.44,-0.51748,0.60377,0.9457,-0.02099
2.46,-0.4649,0.60979,0.93361,-0.019914
2.48,-0.41301,0.61504,0.92242,-0.018844
2.5,-0.36179,0.61953,0.91214,-0.017819
2.52,-0.31125,0.62327,0.90278,-0.016869
2.54,-0.26136,0.62627,0.89434,-0.015984
2.56,-0.21212,0.62853,0.88682,-0.015136
2.58,-0.16352,0.63005,0.88022,-0.014343
2.6,-0.11556,0.63085,0.87453,-0.013626
2.62,-0.068218,0.63093,0.86975,-0.013003
2.64,-0.021499,0.63029,0.86585,-0.012464
2.66,0.024604,0.62893,0.86283,-0.011991
2.68,0.070093,0.62686,0.86067,-0.011589
2.7,0.11497,0.62408,0.85935,-0.011267
2.72,0.15924,0.62059,0.85884,-0.011028
2.74,0.20289,0.6164,0.85912,-0.010862
2.76,0.24593,0.6115,0.86016,-0.010751
2.78,0.28836,0.60592,0.86193,-0.010693
2.8,0.33016,0.59965,0.86439,-0.010685
2.82,0.37133,0.5927,0.86752,-0.010723
2.84,0.41186,0.58508,0.87127,-0.010793
2.86,0.45175,0.57679,0.87561,-0.01088
2.88,0.49099,0.56785,0.8805,-0.010976
2.9,0.52956,0.55827,0.8859,-0.011077
2.92,0.56744,0.54806,0.89176,-0.011174
2.94,0.60464,0.53724,0.89805,-0.011258
2.96,0.64112,0.52583,0.90473,-0.011317
2.98,0.67688,0.51383,0.91176,-0.011344
3,0.7119,0.50128,0.91908,-0.011338
3.02,0.74617,0.4882,0.92668,-0.011294
3.04,0.77966,0.47459,0.93449,-0.011207
3.06,0.81235,0.4605,0.94249,-0.011074
3.08,0.84423,0.44595,0.95064,-0.010895
3.1,0.87529,0.43096,0.95891,-0.010669
3.12,0.90549,0.41555,0.96725,-0.010397
3.14,0.93483,0.39977,0.97563,-0.010084
3.16,0.96328,0.38364,0.98402,-0.009731
3.18,0.99083,0.36718,0.99239,-0.0093421
3.2,1.0175,0.35044,1.0007,-0.0089202
3.22,1.0432,0.33344,1.009,-0.0084691
3.24,1.0679,0.31621,1.0171,-0.007995
3.26,1.0917,0.29879,1.0251,-0.0075041
3.28,1.1145,0.28121,1.033,-0.0070001
3.3,1.1363,0.26349,1.0407,-0.0064866
3.32,1.157,0.24568,1.0482,-0.0059676
3.34,1.1768,0.2278,1.0555,-0.0054485
3.36,1.1955,0.20988,1.0625,-0.0049341
3.38,1.2132,0.19195,1.0694,-0.0044274
3.4,1.2298,0.17404,1.076,-0.0039311
3.42,1.2454,0.15618,1.0823,-0.0034484
3.44,1.2598,0.1384,1.0883,-0.002982
3.46,1.2732,0.12072,1.0941,-0.0025338
3.48,1.2855,0.10317,1.0995,-0.0021055
3.5,1.2967,0.08577,1.1047,-0.0016993
3.52,1.3068,0.068544,1.1096,-0.001317
3.54,1.3158,0.051514,1.1141,-0.00095922
3.56,1.3237,0.0347,1.1184,-0.00062566
3.58,1.3304,0.018121,1.1223,-0.00031724
3.6,1.336,0.0017956,1.1259,-3.5124e-05
3.62,1.3405,-0.01426,1.1293,0.00021968
3.64,1.3439,-0.030032,1.1323,0.00044723
3.66,1.3461,-0.045504,1.135,0.00064823
3.68,1.3473,-0.060666,1.1373,0.00082254
3.7,1.3473,-0.075505,1.1394,0.00097006
3.72,1.3461,-0.090011,1.1412,0.0010909
3.74,1.3438,-0.10418,1.1427,0.0011845
3.76,1.3405,-0.11799,1.1439,0.00125
3.78,1.336,-0.13145,1.1448,0.0012886
3.8,1.3304,-0.14455,1.1454,0.0013023
3.82,1.3237,-0.15729,1.1458,0.0012931
3.84,1.3159,-0.16966,1.1458,0.0012593
3.86,1.3071,-0.18166,1.1456,0.0011979
3.88,1.2972,-0.19329,1.1452,0.0011122
3.9,1.2862,-0.20454,1.1445,0.0010063
3.92,1.2743,-0.21543,1.1435,0.00088446
3.94,1.2614,-0.22596,1.1423,0.00074376
3.96,1.2475,-0.23611,1.1408,0.00057915
3.98,1.2326,-0.24591,1.1391,0.00039546
4,1.2168,-0.25535,1.1372,0.00019892
4.02,1.2002,-0.26444,1.1351,-2.2691e-05
4.04,1.1827,-0.27319,1.1327,-0.00026405
4.06,1.1643,-0.28159,1.1301,-0.00048996
4.08,1.1452,-0.28966,1.1273,-0.00072305
4.1,1.1253,-0.29741,1.1243,-0.00096033
4.12,1.1047,-0.30484,1.1211,-0.0012353
4.14,1.0833,-0.31196,1.1178,-0.0014762
4.16,1.0614,-0.31878,1.1142,-0.0017482
4.18,1.0388,-0.32531,1.1105,-0.0019884
4.2,1.0157,-0.33156,1.1066,-0.0022495
4.22,0.99196,-0.33754,1.1026,-0.0024678
4.24,0.96778,-0.34326,1.0984,-0.0027005
4.26,0.94315,-0.34872,1.0941,-0.0028998
4.28,0.9181,-0.35394,1.0897,-0.0031137
4.3,0.89268,-0.35893,1.0851,-0.0032871
4.32,0.86692,-0.3637,1.0804,-0.0034361
4.34,0.84088,-0.36826,1.0757,-0.0035698
4.36,0.81458,-0.37262,1.0708,-0.0036915
4.38,0.78806,-0.37679,1.0659,-0.0037992
4.4,0.76137,-0.38078,1.0609,-0.0039013
4.42,0.73455,-0.3846,1.0559,-0.0039919
4.44,0.70763,-0.38825,1.0509,-0.0040566
4.46,0.68066,-0.39175,1.0458,-0.0041094
4.48,0.65368,-0.39511,1.0408,-0.0041392
4.5,0.62671,-0.39832,1.0357,-0.0041572
4.52,0.59981,-0.40141,1.0307,-0.0041537
4.54,0.573,-0.40436,1.0257,-0.0041395
4.56,0.54633,-0.4072,1.0208,-0.0040997
4.58,0.51982,-0.40993,1.0159,-0.0040474
4.6,0.4935,-0.41255,1.0112,-0.0039856
4.62,0.46742,-0.41507,1.0065,-0.0039162
4.64,0.4416,-0.41749,1.0019,-0.0038397
4.66,0.41607,-0.41981,0.99753,-0.003769
4.68,0.39086,-0.42205,0.99326,-0.0036828
4.7,0.366,-0.4242,0.98915,-0.0036017
4.72,0.34153,-0.42625,0.98521,-0.0035101
4.74,0.31746,-0.42823,0.98146,-0.0034258
4.76,0.29382,-0.43012,0.97791,-0.0033306
4.78,0.27065,-0.43193,0.97457,-0.003243
4.8,0.24796,-0.43365,0.97146,-0.0031492
4.82,0.22577,-0.43529,0.96857,-0.0030573
4.84,0.20412,-0.43685,0.96594,-0.0029688
4.86,0.18301,-0.43832,0.96355,-0.0028819
4.88,0.16247,-0.4397,0.96143,-0.0027976
4.9,0.14251,-0.44099,0.95957,-0.0027213
4.92,0.12316,-0.44219,0.95798,-0.0026524
4.94,0.10443,-0.44329,0.95668,-0.0025836
4.96,0.086339,-0.44429,0.95565,-0.0025149
4.98,0.0689,-0.44519,0.95491,-0.0024415
5,0.052128,-0.44599,0.95445,-0.0023696
5.02,0.036034,-0.44667,0.95428,-0.0022956
5.04,0.020632,-0.44724,0.9544,-0.0022211
5.06,0.0059305,-0.44768,0.9548,-0.0021333
5.08,-0.0080617,-0.448,0.95547,-0.0020387
5.1,-0.021337,-0.4482,0.95643,-0.0019395
5.12,-0.03389,-0.44825,0.95764,-0.0018376
5.14,-0.045714,-0.44817,0.95912,-0.00173
5.16,-0.056805,-0.44793,0.96084,-0.001612
5.18,-0.06716,-0.44755,0.9628,-0.0014848
5.2,-0.076778,-0.44701,0.96499,-0.0013504
5.22,-0.085658,-0.44631,0.96739,-0.001211
5.24,-0.0938,-0.44544,0.96999,-0.0010654
5.26,-0.1012,-0.4444,0.97277,-0.00091076
5.28,-0.10788,-0.44318,0.97572,-0.00074885
5.3,-0.11382,-0.44178,0.97882,-0.00058237
5.32,-0.11903,-0.44019,0.98206,-0.0004139
5.34,-0.12353,-0.43842,0.98541,-0.00024376
5.36,-0.12731,-0.43645,0.98887,-7.1286e-05
5.38,-0.13039,-0.43428,0.9924,0.00010147
5.4,-0.13277,-0.43192,0.996,0.00027212
5.42,-0.13447,-0.42935,0.99964,0.00043845
5.44,-0.13549,-0.42657,1.0033,0.00059911
5.46,-0.13584,-0.42359,1.007,0.00075327
5.48,-0.13553,-0.4204,1.0106,0.00089947
5.5,-0.13459,-0.417,1.0143,0.0010363
5.52,-0.13301,-0.41338,1.0179,0.0011626
5.54,-0.13082,-0.40956,1.0214,0.0012769
5.56,-0.12803,-0.40553,1.0249,0.0013777
5.58,-0.12464,-0.40128,1.0282,0.0014645
5.6,-0.12068,-0.39683,1.0315,0.0015373
5.62,-0.11617,-0.39217,1.0346,0.0015959
5.64,-0.11111,-0.3873,1.0376,0.0016395
5.66,-0.10552,-0.38223,1.0405,0.0016669
5.68,-0.099413,-0.37695,1.0432,0.0016786
5.7,-0.092808,-0.37148,1.0458,0.0016757
5.72,-0.085715,-0.36581,1.0482,0.0016591
5.74,-0.078149,-0.35995,1.0504,0.0016287
5.76,-0.070122,-0.3539,1.0524,0.0015842
5.78,-0.061646,-0.34767,1.0543,0.0015269
5.8,-0.052733,-0.34126,1.0559,0.0014584
5.82,-0.043394,-0.33468,1.0574,0.0013802
5.84,-0.033638,-0.32792,1.0586,0.0012929
5.86,-0.023475,-0.321,1.0597,0.001197
5.88,-0.012913,-0.31392,1.0605,0.0010941
5.9,-0.0019587,-0.30668,1.0612,0.00098561
5.92,0.0093805,-0.29929,1.0617,0.00087317
5.94,0.021099,-0.29177,1.0619,0.00075779
5.96,0.033193,-0.2841,1.062,0.00064034
5.98,0.045658,-0.2763,1.0619,0.00052206
6,0.05849,-0.26837,1.0616,0.00040416
